,SMILES,NRotBonds,xyz
182,CC1COC2C=C(C)CCC12,0,"27

C  -2.9796  -0.3923  0.7667
C  -1.9829  0.1517  -0.1824
C  -1.9846  1.6698  -0.2686
O  -0.6761  2.0657  -0.5306
C  0.0836  0.9564  -0.7396
C  1.4980  1.0470  -0.3751
C  2.1184  -0.0698  -0.0076
C  3.5588  0.0245  0.3632
C  1.4813  -1.4093  0.0607
C  -0.0093  -1.3954  0.0989
C  -0.5454  -0.0291  0.2612
H  -2.4870  -0.6139  1.7378
H  -3.3229  -1.3929  0.3751
H  -3.8726  0.2243  0.9177
H  -2.0785  -0.2187  -1.2164
H  -2.2162  2.0269  0.7753
H  -2.7161  2.0610  -0.9764
H  -0.0907  0.5969  -1.7740
H  2.0020  2.0045  -0.4113
H  4.1561  -0.2011  -0.5592
H  3.8207  1.0550  0.6987
H  3.7971  -0.7548  1.0905
H  1.8070  -2.0560  -0.8040
H  1.9111  -1.9083  0.9766
H  -0.3704  -2.0118  0.9547
H  -0.4721  -1.8462  -0.8158
H  -0.4298  0.4155  1.2660"
183,CC1=COC=C1,0,"12

C  -1.7160  -0.1057  0.0087
C  -0.2449  0.0669  0.0056
C  0.4369  1.2639  0.0777
O  1.7213  0.9966  0.0475
C  1.9341  -0.2899  -0.0392
C  0.7132  -0.9236  -0.0690
H  -2.1522  0.4656  -0.8397
H  -2.1155  0.2688  0.9897
H  -1.9426  -1.1798  -0.1076
H  -0.0308  2.2597  0.1478
H  2.8830  -0.8176  -0.0833
H  0.5135  -2.0049  -0.1382"
185,CC1=C(O)C=CC=C1,0,"16

C  2.1082  -0.0942  -0.0000
C  0.6174  -0.1213  -0.0326
C  -0.1347  0.9664  0.3537
O  0.5017  2.1194  0.7850
C  -1.5243  0.8812  0.3015
C  -2.1950  -0.2445  -0.1203
C  -1.4305  -1.3288  -0.5053
C  -0.0497  -1.2484  -0.4549
H  2.4817  0.8538  -0.4583
H  2.4231  -0.0972  1.0490
H  2.4826  -0.9639  -0.5853
H  1.5077  2.1276  0.8032
H  -2.0834  1.7484  0.6102
H  -3.2840  -0.2572  -0.1415
H  -1.9590  -2.2153  -0.8375
H  0.5380  -2.1260  -0.7669"
187,CC1=C(O)C(=O)CC1,0,"16

C  -1.9281  -0.6418  0.2005
C  -0.5093  -0.2055  0.0994
C  -0.1240  0.9706  -0.3693
O  -0.9946  1.9741  -0.8366
C  1.3260  1.0715  -0.3311
O  2.0067  2.1103  -0.3470
C  1.7877  -0.3352  -0.2697
C  0.6786  -0.9855  0.5024
H  -2.5821  0.2256  0.2159
H  -2.0211  -1.2823  1.1226
H  -2.1561  -1.3325  -0.6551
H  -1.5309  2.4918  -0.1268
H  1.7752  -0.7302  -1.3029
H  2.7737  -0.4407  0.2169
H  0.5724  -2.0673  0.2864
H  0.9258  -0.8228  1.5943"
188,CC1=C(O)C(=O)C=CO1,0,"15

C  2.1743  -0.3563  0.0027
C  0.7011  -0.4117  0.0283
C  0.0048  0.7789  -0.0679
O  0.7020  1.9543  -0.1822
C  -1.3870  0.8089  -0.0510
O  -2.0176  1.8974  -0.1390
C  -2.0283  -0.4069  0.0661
C  -1.2605  -1.5502  0.1571
O  0.0500  -1.5515  0.1388
H  2.6023  -1.3703  -0.1554
H  2.5696  0.2832  -0.8162
H  2.6139  0.0265  0.9391
H  0.2132  2.8348  -0.2537
H  -3.1197  -0.4416  0.0845
H  -1.8181  -2.4956  0.2490"
189,CC1=C(O)C(=O)[CH-]O1,0,"13

C  -1.7715  -0.6528  0.0026
C  -0.3074  -0.4324  -0.0327
C  0.3502  0.7804  0.0352
O  -0.1884  2.0418  0.1490
C  1.7046  0.5094  -0.0332
O  2.6859  1.2795  -0.0101
C  1.8087  -0.8647  -0.1401
O  0.6106  -1.3770  -0.1362
H  -2.2139  0.2325  0.5281
H  -2.2227  -0.7734  -0.9957
H  -1.9978  -1.5237  0.6512
H  -1.1722  2.2292  0.1980
H  2.7138  -1.4487  -0.2161"
190,CC1=C([O-])OC=C1,0,"12

C  1.6962  -0.2027  -0.0749
C  0.2320  0.0240  -0.0025
C  -0.3884  1.2179  0.2912
O  0.2893  2.4026  0.5668
O  -1.7013  1.0256  0.2614
C  -2.0058  -0.1946  -0.0273
C  -0.7946  -0.8712  -0.2044
H  1.9361  -1.2562  -0.3170
H  2.1748  -0.0178  0.9322
H  2.1621  0.4708  -0.8364
H  -2.9657  -0.6888  -0.1339
H  -0.6347  -1.9096  -0.4552"
191,CC1=C([S-])C=CO1,0,"12

C  -1.8774  -0.3344  0.0116
C  -0.3872  -0.2480  0.0205
C  0.3550  0.9017  -0.0836
S  -0.3487  2.5445  -0.2530
C  1.6791  0.5422  -0.0329
C  1.7042  -0.8298  0.1019
O  0.4614  -1.2301  0.1267
H  -2.3098  0.6745  -0.0666
H  -2.2711  -0.7976  0.9487
H  -2.1595  -0.9781  -0.8588
H  2.5387  1.1934  -0.0868
H  2.6155  -1.4382  0.1722"
192,CC1(O)CC2CCC1(C)C2(C)C,0,"32

C  2.2671  -0.8781  -0.5290
C  1.3560  0.1705  0.0091
O  2.0651  0.9109  0.9555
C  0.8920  1.1475  -1.0719
C  -0.5618  1.2890  -0.7772
C  -0.6766  1.8819  0.6270
C  -0.3724  0.7374  1.5817
C  0.0954  -0.3512  0.6192
C  0.1501  -1.6933  1.1990
C  -0.9523  -0.1569  -0.4609
C  -2.3241  -0.2558  0.1305
C  -0.8240  -1.0670  -1.6131
H  2.8417  -1.3094  0.3174
H  1.7772  -1.6416  -1.1553
H  3.0188  -0.3745  -1.1786
H  2.5347  1.6835  0.5462
H  1.1385  0.8078  -2.0798
H  1.3806  2.1445  -0.9426
H  -1.1742  1.7618  -1.5122
H  0.1204  2.6380  0.7846
H  -1.6368  2.3572  0.8097
H  0.4660  0.9689  2.2611
H  -1.2663  0.4093  2.1406
H  -0.5395  -2.4477  0.7610
H  1.1506  -2.1681  1.2213
H  -0.1600  -1.6252  2.2836
H  -2.3310  -0.9434  1.0253
H  -2.7733  0.7131  0.3999
H  -3.0452  -0.7331  -0.5891
H  -0.6704  -2.1062  -1.2458
H  -0.1130  -0.7719  -2.3939
H  -1.8333  -1.0979  -2.1233"
193,CC1OCCC1=O,0,"15

C  -1.7368  0.2284  0.5338
C  -0.4880  0.8231  -0.1321
O  0.5169  1.0209  0.7732
C  1.5685  0.1927  0.4839
C  0.9766  -0.9972  -0.2862
C  -0.0364  -0.2246  -1.0953
O  -0.4051  -0.3847  -2.2205
H  -1.4674  -0.6356  1.1510
H  -2.3271  0.9917  1.0392
H  -2.3781  -0.1542  -0.3108
H  -0.7543  1.7656  -0.6311
H  2.1106  -0.1442  1.3856
H  2.2964  0.6622  -0.2189
H  1.7066  -1.5076  -0.8976
H  0.4175  -1.6365  0.4260"
194,C[C-]1OC(C)=C(O)C1=O,0,"16

C  2.5780  -0.8102  -0.0429
C  1.1538  -0.3760  -0.0210
O  0.0665  -1.0939  -0.0035
C  -1.0160  -0.3371  0.0129
C  -2.4432  -0.8081  0.0355
C  -0.6338  0.9865  0.0059
O  -1.4423  2.1234  0.0177
C  0.7455  0.9524  -0.0156
O  1.5120  1.9623  -0.0284
H  3.2426  -0.0653  0.4427
H  2.7086  -1.7503  0.5668
H  2.9426  -1.0531  -1.0464
H  -2.4532  -1.9075  -0.0991
H  -2.9252  -0.5083  1.0040
H  -2.9967  -0.3644  -0.8391
H  -1.0391  3.0497  0.0106"
195,CC1(O)CCC(=O)O1,0,"16

C  -1.6872  0.3482  -0.5068
C  -0.5871  -0.3461  0.2526
O  -1.1464  -1.5236  0.7861
C  0.5997  -0.6874  -0.6155
C  1.7066  0.2672  -0.2483
C  1.1866  0.9385  0.9559
O  1.7755  1.8362  1.5903
O  -0.0542  0.4294  1.2847
H  -1.3400  1.0121  -1.2933
H  -2.4466  -0.3539  -0.9148
H  -2.2374  0.9814  0.2443
H  -1.6265  -1.3274  1.6139
H  0.9141  -1.7221  -0.3583
H  0.3365  -0.5775  -1.6843
H  1.9376  0.9884  -1.0663
H  2.6687  -0.2634  -0.0403"
196,CC1OCC(=O)C1O,0,"16

C  1.7712  -0.8226  -0.1244
C  0.4802  -0.1738  -0.4957
O  -0.5069  -1.0384  -0.8985
C  -1.7225  -0.5652  -0.4578
C  -1.4866  0.6406  0.3541
O  -2.2847  1.4818  0.6476
C  -0.0621  0.5753  0.7175
O  0.5405  1.7882  0.9101
H  2.0019  -0.6754  0.9516
H  2.6398  -0.3942  -0.6778
H  1.7627  -1.8960  -0.3165
H  0.5967  0.5933  -1.3125
H  -2.1564  -1.3383  0.2434
H  -2.4585  -0.4057  -1.2668
H  0.1320  -0.0676  1.6107
H  0.7528  2.2979  0.1150"
197,C=C1OC(=O)C=C1,0,"11

C  -2.0163  -0.3262  0.0248
C  -0.6904  -0.2816  0.0239
O  0.2107  -1.3252  0.1207
C  1.5004  -0.8163  0.0776
O  2.5743  -1.4383  0.1365
C  1.4024  0.6319  -0.0539
C  0.1222  0.9443  -0.0853
H  -2.5869  0.5847  -0.0592
H  -2.4666  -1.3032  0.1123
H  2.2176  1.3694  -0.1189
H  -0.2674  1.9606  -0.1784"
198,CC1OC(=O)C(O)=C1C,0,"17

C  -2.0228  0.2911  -0.5417
C  -0.8169  0.6806  0.2854
O  -0.2780  1.9138  -0.0889
C  1.0469  1.7446  -0.4112
O  1.8953  2.6183  -0.8010
C  1.3686  0.3386  -0.2345
O  2.6355  -0.2469  -0.4635
C  0.2846  -0.2743  0.1695
C  0.2261  -1.7395  0.4589
H  -2.2319  -0.7782  -0.4278
H  -1.8939  0.6179  -1.5878
H  -2.9032  0.8237  -0.0770
H  -1.1103  0.7633  1.3778
H  3.2564  -0.4616  0.3290
H  1.0468  -2.2705  -0.0674
H  0.2503  -1.8787  1.5527
H  -0.7533  -2.1422  0.0797"
199,CC1SCCC1=O,0,"15

C  2.1718  0.3334  0.2601
C  0.8585  -0.3009  -0.0443
S  -0.0661  -0.7192  1.4902
C  -1.7047  -0.6429  0.6683
C  -1.4936  0.1715  -0.5459
C  -0.1247  0.6346  -0.6343
O  0.2171  1.6900  -1.1407
H  2.9624  -0.4626  0.1258
H  2.2799  0.7116  1.2756
H  2.3426  1.1360  -0.4977
H  0.8988  -1.2130  -0.6312
H  -1.8941  -1.7044  0.3307
H  -2.4851  -0.3181  1.3452
H  -1.7634  -0.3664  -1.4863
H  -2.1993  1.0504  -0.5155"
200,CC1(S)CCCO1,0,"17

C  1.4495  -0.0519  0.6403
C  0.6075  0.3008  -0.5782
S  1.4535  1.3737  -1.7252
C  -0.7279  0.8838  -0.1033
C  -1.2711  -0.3701  0.5993
C  -0.7689  -1.4453  -0.3302
O  0.1627  -0.8891  -1.1664
H  1.2378  0.6212  1.4988
H  2.5348  -0.0384  0.3738
H  1.1596  -1.0793  0.9695
H  1.2207  2.7124  -1.3401
H  -1.3317  1.0879  -1.0022
H  -0.6031  1.7208  0.5780
H  -0.7570  -0.4426  1.5783
H  -2.3555  -0.2928  0.6551
H  -0.3396  -2.2784  0.2477
H  -1.6713  -1.8127  -0.8952"
251,CC(C)=C1CCC2(C)CCCC(=C)C2C1,0,"39

C  3.8695  1.1137  -0.5497
C  2.9331  0.1032  0.0198
C  3.4298  -1.1884  0.5702
C  1.6368  0.3922  0.0209
C  1.1113  1.6607  -0.5157
C  -0.2108  1.5179  -1.2159
C  -1.1937  0.6573  -0.4970
C  -2.3915  1.5376  -0.1152
C  -1.7004  -0.3897  -1.4350
C  -2.6338  -1.3768  -0.8123
C  -1.9737  -2.0496  0.3783
C  -1.5776  -0.9528  1.3060
C  -2.0347  -0.9037  2.5478
C  -0.6549  0.0803  0.7909
C  0.6899  -0.5858  0.5763
H  4.9150  0.7404  -0.3977
H  3.7273  2.0770  -0.0324
H  3.6906  1.2522  -1.6254
H  3.4792  -1.1211  1.6966
H  4.3997  -1.4710  0.1431
H  2.7013  -1.9854  0.3350
H  1.0657  2.4561  0.2740
H  1.8381  2.0404  -1.2674
H  -0.5986  2.5486  -1.3891
H  0.0226  1.1289  -2.2495
H  -3.2880  0.9532  0.0797
H  -2.5874  2.1630  -1.0297
H  -2.1362  2.2366  0.6837
H  -0.8263  -0.9452  -1.8379
H  -2.2424  0.1410  -2.2594
H  -3.6244  -0.9539  -0.5617
H  -2.7974  -2.1925  -1.5644
H  -2.6260  -2.7933  0.8440
H  -1.0822  -2.5868  -0.0190
H  -1.7278  -0.0952  3.1941
H  -2.7090  -1.6497  2.9401
H  -0.5311  0.8627  1.5370
H  0.6185  -1.4412  -0.1232
H  1.0196  -0.9808  1.5602"
285,CC(C)=C1CCC(C)=CC1,0,"26

C  -2.7894  0.7016  0.6880
C  -1.9612  -0.1565  -0.2002
C  -2.6837  -0.9952  -1.2077
C  -0.6519  -0.1550  -0.0791
C  -0.0002  0.6883  0.9273
C  1.4001  1.0941  0.6000
C  2.1733  0.0627  -0.1126
C  3.6573  0.1333  0.0018
C  1.5876  -0.8892  -0.8263
C  0.1260  -1.0308  -0.9916
H  -2.4958  0.5419  1.7470
H  -3.8603  0.5122  0.5961
H  -2.6222  1.7668  0.3808
H  -2.1157  -1.0939  -2.1551
H  -3.6456  -0.5074  -1.4660
H  -2.9159  -2.0067  -0.7965
H  -0.0616  0.2484  1.9659
H  -0.6086  1.6346  1.0056
H  1.3996  2.0085  -0.0575
H  1.9265  1.3231  1.5522
H  4.1686  -0.2856  -0.8826
H  4.0121  1.1966  0.0959
H  3.9855  -0.3498  0.9537
H  2.2111  -1.6223  -1.3295
H  -0.1155  -0.7151  -2.0295
H  -0.1200  -2.1046  -0.8686"
307,CC(C)=C1CCC=CCCC=CCC1,0,"36

C  -3.2521  1.1838  -0.3494
C  -2.5142  -0.0646  -0.0444
C  -3.1977  -1.3592  -0.3119
C  -1.3030  0.0035  0.4433
C  -0.6731  1.3096  0.6890
C  0.0807  1.8844  -0.4726
C  1.3706  2.5117  -0.1175
C  2.4788  1.9534  0.2956
C  2.8238  0.5674  0.5445
C  2.7572  -0.4146  -0.5618
C  2.5884  -1.8284  -0.0512
C  1.4313  -2.4510  0.0096
C  0.1149  -1.8919  -0.4025
C  -0.5660  -1.2428  0.7527
H  -4.3165  0.9826  -0.6150
H  -2.7261  1.6665  -1.2128
H  -3.2818  1.9174  0.4640
H  -2.6935  -1.9381  -1.1132
H  -4.2573  -1.1804  -0.5687
H  -3.1988  -1.9508  0.6306
H  0.0654  1.1847  1.5347
H  -1.3707  2.0851  1.0681
H  -0.5853  2.6663  -0.9619
H  0.1429  1.1022  -1.2451
H  1.3452  3.6247  -0.2324
H  3.3075  2.6798  0.4904
H  3.8587  0.4482  1.0033
H  2.1806  0.1485  1.3777
H  3.7815  -0.4068  -1.0523
H  2.0891  -0.2049  -1.3934
H  3.4747  -2.3670  0.2878
H  1.4230  -3.4726  0.4000
H  -0.4793  -2.7807  -0.7770
H  0.2008  -1.2626  -1.3144
H  0.1518  -1.0737  1.6110
H  -1.2511  -2.0297  1.1954"
308,CC(C)=C1CCC(C)=CCCC(C)=CC1,0,"39

C  3.6456  1.4840  -0.0233
C  2.7999  0.2634  -0.1356
C  3.3571  -1.0579  -0.5116
C  1.5130  0.3768  0.1109
C  0.4659  -0.5861  0.0880
C  0.2313  -1.9820  0.0387
C  -1.1312  -2.1785  0.6711
C  -1.1565  -3.3715  1.6116
C  -2.2285  -1.4829  0.5111
C  -2.6311  -0.3102  -0.2708
C  -2.4391  1.0671  0.3176
C  -1.4607  1.8884  -0.4916
C  -2.1982  2.5471  -1.6556
C  -0.2186  2.1229  -0.3985
C  0.9028  1.7447  0.5061
H  4.6839  1.1874  -0.3257
H  3.3220  2.2759  -0.7328
H  3.6392  1.9005  1.0042
H  4.2692  -0.9599  -1.1325
H  2.6289  -1.6442  -1.1043
H  3.6241  -1.5903  0.4178
H  -0.0203  -0.3640  1.0977
H  -0.0759  -0.2639  -0.8245
H  0.9951  -2.6425  0.5067
H  0.1171  -2.4056  -0.9989
H  -0.6275  -4.2307  1.1630
H  -0.5991  -3.0476  2.5108
H  -2.1687  -3.6862  1.8463
H  -3.0998  -1.8727  1.1358
H  -2.3191  -0.3598  -1.3592
H  -3.7671  -0.3480  -0.4361
H  -3.3646  1.6311  0.4868
H  -1.9758  0.9490  1.3115
H  -3.1907  2.9273  -1.3367
H  -1.6619  3.3883  -2.0793
H  -2.3297  1.7458  -2.4045
H  0.2046  2.8013  -1.2068
H  0.5327  1.6380  1.5605
H  1.7317  2.4453  0.5323"
311,CC(C)=C1CC=C(C)CCC=C(C)CC1=O,0,"38

C  -2.6270  -1.4978  0.9792
C  -2.1818  -0.1129  0.6381
C  -2.5800  0.9733  1.5815
C  -1.4629  0.1032  -0.4574
C  -1.1436  -1.0521  -1.2802
C  -0.4313  -2.2044  -0.6729
C  0.8604  -2.1376  -0.2113
C  1.5396  -3.3031  0.3819
C  1.4112  -0.8305  -0.3397
C  2.6677  -0.1771  -0.2863
C  2.3467  1.2632  0.0274
C  1.3908  2.0547  -0.3786
C  1.4684  3.4783  0.2294
C  0.2602  1.9057  -1.3025
C  -1.0646  1.5119  -0.7430
O  -1.9568  2.3611  -0.4686
H  -3.5175  -1.4470  1.6763
H  -1.8718  -2.0560  1.5650
H  -3.0149  -2.0411  0.0983
H  -2.8833  0.5002  2.5573
H  -1.7363  1.6455  1.8405
H  -3.4821  1.4712  1.2136
H  -0.6899  -0.7722  -2.2747
H  -2.1451  -1.4705  -1.6204
H  -0.8949  -3.2079  -0.5431
H  2.3071  -2.9686  1.0947
H  1.9860  -3.9102  -0.4515
H  0.7967  -3.9248  0.9234
H  0.8882  -0.3094  0.5358
H  1.0822  -0.5452  -1.3578
H  3.2593  -0.1696  -1.2442
H  3.3463  -0.6240  0.4769
H  3.1046  1.6697  0.7416
H  0.7917  3.5246  1.1073
H  2.5205  3.7264  0.4699
H  1.1276  4.2186  -0.4901
H  0.4916  1.3988  -2.2758
H  0.0368  2.9554  -1.7400"
322,CC(C)=C1CCC(C)(O)CC1,0,"29

C  2.7179  -1.6219  0.1880
C  2.1737  -0.2487  -0.0202
C  3.1171  0.8832  -0.0207
C  0.8843  -0.0708  -0.1971
C  0.2782  1.2574  -0.4083
C  -1.0547  1.2024  -1.0981
C  -1.9852  0.1748  -0.5634
C  -3.2645  0.7369  -0.0125
O  -2.3486  -0.6703  -1.6364
C  -1.3287  -0.7495  0.4629
C  -0.0489  -1.2500  -0.1905
H  2.3118  -2.0806  1.1125
H  3.8049  -1.6574  0.1048
H  2.3125  -2.2446  -0.6610
H  4.1330  0.5755  0.2757
H  2.8127  1.6648  0.7337
H  3.2051  1.3813  -1.0019
H  0.9730  1.8296  -1.0835
H  0.1520  1.8297  0.5358
H  -0.8806  1.1053  -2.2090
H  -1.5378  2.2013  -0.9815
H  -3.1901  1.8040  0.2629
H  -3.5201  0.1894  0.9319
H  -4.1450  0.5427  -0.6914
H  -2.5586  -1.5908  -1.2839
H  -1.0959  -0.0809  1.3409
H  -2.0278  -1.5461  0.7121
H  -0.2704  -1.4528  -1.2673
H  0.3808  -2.1138  0.3283"
350,CC(C)(C)C1=CC=C(O)C=C1,0,"25

C  -1.5809  1.5089  -0.7003
C  -1.3333  0.1418  -0.1809
C  -1.5827  -0.8672  -1.3028
C  -2.2490  -0.1919  0.9690
C  0.1048  -0.0097  0.1542
C  1.0129  0.4231  -0.8047
C  2.3728  0.2766  -0.6586
C  2.8586  -0.3270  0.4895
O  4.1981  -0.4876  0.6500
C  1.9770  -0.7708  1.4672
C  0.5985  -0.5973  1.2736
H  -2.6111  1.8696  -0.5326
H  -0.8508  2.2566  -0.2501
H  -1.3226  1.4771  -1.7923
H  -0.9421  -1.7292  -1.1293
H  -1.2512  -0.3579  -2.2412
H  -2.6585  -1.1249  -1.4072
H  -2.2538  0.5198  1.8082
H  -2.0939  -1.2448  1.2586
H  -3.2916  -0.1547  0.5122
H  0.6948  0.9229  -1.7080
H  3.1125  0.5822  -1.4008
H  4.8884  0.0908  1.0576
H  2.3118  -1.2622  2.3686
H  -0.1088  -0.9441  2.0262"
351,CC(C)(C)C1CCC(O)C=C1,0,"29

C  -2.1971  -1.0198  -0.5393
C  -1.4912  0.0707  0.1779
C  -1.9386  1.3951  -0.4132
C  -1.9153  0.0078  1.6467
C  -0.0118  0.0277  0.1365
C  0.5891  0.0933  -1.2283
C  2.0263  0.5261  -1.0964
C  2.6073  0.0711  0.2090
O  3.9599  -0.2836  0.0125
C  1.9328  -1.1201  0.7998
C  0.6091  -1.1556  0.7706
H  -3.2767  -0.9730  -0.2664
H  -2.1829  -0.8491  -1.6547
H  -1.8590  -2.0359  -0.2779
H  -1.2264  2.2148  -0.2050
H  -2.1039  1.2781  -1.5163
H  -2.9397  1.6393  0.0202
H  -1.0745  -0.3211  2.2823
H  -2.7608  -0.7044  1.7926
H  -2.1809  1.0263  1.9654
H  0.3573  0.9202  0.7251
H  0.0212  0.7060  -1.9485
H  0.6212  -0.9395  -1.6862
H  2.0338  1.6571  -1.0939
H  2.6413  0.2235  -1.9692
H  2.6533  0.9078  0.9619
H  4.4704  0.5832  -0.0419
H  2.5185  -1.9446  1.2467
H  0.1172  -2.0011  1.1899"
355,CC(C)=C(C)C,0,"18

C  -0.8507  -1.6836  0.1171
C  -0.5707  -0.2775  -0.2121
C  -1.5188  0.5517  -1.0218
C  0.5496  0.2761  0.2168
C  0.8392  1.7003  -0.1133
C  1.5032  -0.5315  1.0221
H  -0.3488  -1.9230  1.0869
H  -0.3240  -2.3102  -0.6417
H  -1.9279  -1.9233  0.1749
H  -1.0193  1.0618  -1.8447
H  -2.2959  -0.1061  -1.4272
H  -2.0176  1.3221  -0.4016
H  1.4394  1.7264  -1.0408
H  1.3820  2.1259  0.7669
H  -0.1192  2.2059  -0.3036
H  2.4978  -0.0137  1.0127
H  1.6160  -1.5270  0.5410
H  1.1655  -0.6743  2.0682"
897,CC(C)(C)C([O-])=O,0,"16

C  0.3231  -0.8176  1.2078
C  -0.0094  0.0598  0.0460
C  -1.3663  -0.2481  -0.5573
C  1.0961  -0.1311  -0.9961
C  -0.0614  1.4971  0.4691
O  -0.3532  2.4887  -0.4469
O  0.1636  1.7797  1.6628
H  1.2154  -1.4552  1.0369
H  -0.5222  -1.5125  1.3789
H  0.5437  -0.1883  2.0916
H  -1.5410  -1.3356  -0.6254
H  -2.1617  0.2422  0.0351
H  -1.3931  0.2393  -1.5693
H  0.6753  -0.7608  -1.8206
H  1.9482  -0.7080  -0.5826
H  1.4430  0.8502  -1.3299"
1045,CC(C)=O,0,"10

C  -1.2768  -0.1219  0.1910
C  0.0790  -0.4650  -0.3656
C  1.2346  0.3716  0.0146
O  0.2047  -1.4190  -1.1153
H  -1.9659  -0.0810  -0.6638
H  -1.2496  0.8587  0.6732
H  -1.5608  -0.9266  0.9109
H  1.2695  1.3153  -0.5692
H  1.0984  0.6477  1.0849
H  2.1668  -0.1798  -0.1606"
1047,CC(C)O,0,"12

C  -0.9530  -0.7975  -0.0303
C  -0.0588  0.3875  -0.2536
C  1.3394  0.0500  0.1958
O  -0.5023  1.5295  0.3995
H  -1.7141  -0.7968  -0.8419
H  -1.4112  -0.8208  0.9836
H  -0.3115  -1.7108  -0.1275
H  -0.0467  0.6442  -1.3471
H  1.3416  -0.8731  0.8341
H  1.8124  0.9032  0.7295
H  1.9406  -0.2242  -0.7049
H  -1.4365  1.7088  0.1628"
1120,CC=O,0,"7

C  -0.6257  0.0391  0.1073
C  0.8176  -0.0113  -0.1826
O  1.5389  -0.9141  0.1720
H  -0.7437  -0.1387  1.2102
H  -1.0595  1.0057  -0.1470
H  -1.1857  -0.7800  -0.4185
H  1.2582  0.7993  -0.7413"
1121,CCO,0,"9

C  0.8864  -0.1698  0.0113
C  -0.4766  0.4115  -0.2881
O  -1.4169  -0.5424  0.1208
H  1.6770  0.5946  0.0943
H  0.8635  -0.7532  0.9670
H  1.1326  -0.8402  -0.8512
H  -0.6369  1.3646  0.2297
H  -0.6082  0.5462  -1.3921
H  -1.4210  -0.6113  1.1084"
1227,CC([O-])=O,0,"7

C  -0.6498  -0.0246  -0.0320
C  0.8199  0.0628  0.0379
O  1.6385  -1.0560  0.0239
O  1.3903  1.1838  0.1144
H  -1.1092  -0.4364  0.8950
H  -1.0858  0.9688  -0.1789
H  -1.0037  -0.6984  -0.8602"
1256,CC([S-])=O,0,"7

C  -0.6900  -0.0458  0.0276
C  0.7776  0.1899  -0.0600
S  1.8541  -1.2336  0.0349
O  1.1710  1.3668  -0.1944
H  -1.1713  0.6675  -0.6551
H  -0.9776  -1.0689  -0.2476
H  -0.9636  0.1241  1.0945"
1257,C=O,0,"4

C  -0.0259  0.0017  -0.0063
O  1.1328  -0.1962  0.2756
H  -0.7150  -0.8127  -0.1899
H  -0.3920  1.0072  -0.0793"
1258,CO,0,"6

C  -0.3492  0.0145  -0.0243
O  0.9736  0.4028  -0.1268
H  -0.9629  0.9350  -0.2202
H  -0.6625  -0.7372  -0.7448
H  -0.6214  -0.3399  0.9818
H  1.6224  -0.2753  0.1343"
1333,COC(C)=O,0,"11

C  -1.8755  0.1364  0.1034
O  -0.5294  0.5188  0.2383
C  0.4761  -0.3593  -0.1643
C  1.8597  0.1522  0.0256
O  0.2282  -1.4936  -0.6494
H  -2.4520  0.7245  0.8635
H  -2.1893  0.4062  -0.9252
H  -2.0153  -0.9541  0.2561
H  2.5513  -0.6063  -0.3476
H  1.9690  1.1246  -0.5067
H  1.9771  0.3505  1.1061"
1370,CS,0,"6

C  -0.5525  -0.0112  -0.0074
S  1.1527  -0.5902  0.2118
H  -0.6177  1.0517  -0.2451
H  -1.0060  -0.6451  -0.8020
H  -1.0687  -0.1778  0.9704
H  2.0922  0.3726  -0.1278"
1371,CSC,0,"9

C  1.4763  0.0819  -0.1464
S  -0.0994  0.5924  -0.8457
C  -1.5084  -0.0382  0.1196
H  2.0790  -0.4786  -0.9048
H  1.3673  -0.6228  0.7124
H  2.1124  0.9408  0.1614
H  -2.2795  0.7756  0.1386
H  -1.1980  -0.3222  1.1576
H  -1.9496  -0.9290  -0.3928"
1380,CSC(C)=O,0,"11

C  2.2178  0.2398  -0.0679
S  0.6018  0.8115  0.4408
C  -0.6930  -0.3392  0.1104
C  -2.0874  0.0067  0.4818
O  -0.4578  -1.3997  -0.4118
H  2.7498  -0.1561  0.8283
H  2.7634  1.1246  -0.5083
H  2.1865  -0.5368  -0.8582
H  -2.5803  -0.8960  0.8871
H  -2.5912  0.3808  -0.4471
H  -2.1097  0.7645  1.2901"
1382,CS(C)=O,0,"10

C  1.3939  -0.3600  -0.1951
S  0.1634  0.8824  0.3155
C  -1.4134  -0.0165  0.3264
O  0.1283  2.0410  -0.6425
H  1.0177  -0.8712  -1.1039
H  1.3993  -1.0982  0.6528
H  2.3616  0.1406  -0.3295
H  -1.4719  -0.5742  -0.6386
H  -2.2464  0.6612  0.5009
H  -1.3325  -0.8051  1.1139"
1384,CS(C)(=O)=O,0,"11

C  -1.4445  -0.3989  0.0721
S  -0.0392  0.6168  -0.0853
C  1.4908  -0.2462  0.0575
O  -0.0478  1.2845  -1.4509
O  -0.0835  1.7544  0.9168
H  -2.1423  -0.2553  -0.7965
H  -1.2503  -1.4752  0.1320
H  -2.0676  -0.1451  0.9711
H  1.6130  -0.7972  0.9953
H  2.3047  0.5265  0.0408
H  1.6667  -0.8643  -0.8530"
